id,gender,age,possible_max_value,possible_min_value,biomarker_id
104,,,2586300.0,0.0,104
105,,,6622.5,132.45,105
106,,,5.5488,0.022195,106
107,,,300000.0,0.0,107
108,,,0.02651,0.00021208,108
109,,,3620820.0,517260.0,109
110,,,19982500.0,1665210.0,110
111,,,2.8596,0.0,111
112,,,0.5,0.01,112
113,,,4911.84,0.0,113
114,,,0.194975,0.0,114
115,,,17994.0,0.0,115
116,,,5.0,0.0,116
118,,,0.42162,0.0,118
119,,,0.12013,0.00060064,119
120,,,150.0,0.0,120
121,,,7000.0,50.0,121
122,,,34.676,0.0,122
123,,,800.0,0.0,123
124,,,250000000.0,100000000.0,124
125,,,1.84935,0.0184935,125
126,,,130000000.0,80000000.0,126
127,,,2994120.0,998040.0,127
128,,,0.36003,0.012001,128
129,,,1334.7,0.0,129
130,,,40000000.0,15000000.0,130
131,,,0.060136,0.0,131
132,,,50000.0,0.0,132
133,,,1904.8,0.0,133
134,,,1.04016,0.00069344,134
135,,,10000.0,300.0,135
136,,,2000.0,100.0,136
137,,,1.2,0.0001,137
138,,,199.693,0.76805,138
139,,,6188140.0,26521.0,139
140,,,40000.0,2200.0,140
141,,,0.038616,0.006436,141
142,,,4656.5,0.0,142
143,,,39401.0,0.0,143
144,,,1000.0,50.0,144
145,,,0.0001,1e-05,145
148,,,0.23698,0.0,148
150,,,625.0,62.5,150
151,,,20.0,0.0,151
152,,,200.0,0.0,152
155,,,134968.0,0.0,155
156,,,180.0,2.0,156
157,,,30.0,0.1,157
158,,,5000.0,100.0,158
160,,,7.6,7.2,160
161,,,0.01,0.0,161
163,,,62.4096,0.034672,163
164,,,1500.0,0.0,164
166,,,25000.0,1000.0,166
167,,,350.0,0.0,167
168,,,16652100.0,2775350.0,168
169,,,951760.0,59485.0,169
170,,,256560.0,0.0,170
171,,,0.015361,0.0015361,171
172,,,257.44,38.616,172
174,,,2000000.0,0.0,174
175,,,20000000.0,0.0,175
176,,,100000.0,-400.0,176
177,,,1983780.0,0.0,177
178,,,1826580.0,0.0,178
179,,,50.0,1.0,179
180,,,8000000.0,2000000.0,180
181,,,90.0,10.0,181
182,,,95.0,0.5,182
184,,,812.28,0.0,184
185,,,230.0,4.0,185
186,,,2500.0,0.0,186
187,,,495.46,12.3865,187
188,,,9853200.0,0.0,188
189,,,818870.0,0.0,189
190,,,11791000.0,4344000.0,190
191,,,5000000.0,500000.0,191
192,,,450.0,0.0,192
193,,,87500.0,12500.0,193
194,,,346.83,0.0,194
195,,,2000.0,0.0,195
196,,,0.107228,0.0,196
197,,,0.00018797,0.0,197
198,,,0.0064516,0.0,198
199,,,2500.0,10.0,199
202,,,70000.0,5000.0,202
203,,,3500.0,5.0,203
204,,,24.8318,0.033109,204
205,,,5948490.0,0.0,205
206,,,5000.0,500.0,206
208,,,10000.0,0.0,208
210,,,16650000.0,832500.0,210
211,,,418.65,200.23,211
212,,,90.62,3.39825,212
213,,,1477.72,0.0,213
214,,,152950.0,1529.5,214
215,,,1.47562,0.0295124,215
216,,,305900.0,0.0,216
217,,,150.0,10.0,217
218,,,80.0,3.0,218
219,,,20.0,0.0,219
221,,,100.0,10.0,221
222,,,96.0,0.0,222
223,,,20.0,0.0,223
224,,,80.0,50.0,224
225,,,60.0,10.0,225
226,,,40.0,6.0,226
227,,,700.0,80.0,227
228,,,16.6668,0.0,228
229,,,150.0,50.0,229
230,,,200000.0,0.0,230
231,,,17828500.0,0.0,231
232,,,652560.0,0.0,232
233,,,359160.0,0.0,233
234,,,2000000.0,20000.0,234
235,,,7080400.0,0.0,235
236,,,300000.0,10000.0,236
237,,,30.0,0.0,237
238,,,200000.0,1000.0,238
239,,,1000000.0,10000.0,239
240,,,200000.0,10000.0,240
241,,,5850300.0,0.0,241
242,,,2000000.0,100000.0,242
243,,,3515200.0,0.0,243
244,,,100000.0,1000.0,244
245,,,300000.0,10000.0,245
246,,,300000.0,1000.0,246
247,,,1000000.0,10000.0,247
249,,,50000.0,1000.0,249
250,,,500.0,0.0,250
252,,,500.0,0.0,252
253,,,50000.0,0.0,253
254,,,10000.0,0.0,254
255,,,2000000.0,0.0,255
256,,,0.0285715,0.0,256
257,,,0.630742,0.0,257
258,,,1000000.0,0.0,258
259,,,1000.0,1.0,259
261,,,0.1,0.0,261
262,,,545.46,0.0,262
263,,,909.09,0.90909,263
264,,,50.0,1.0,264
265,,,250.0,1.0,265
266,,,2500000.0,0.0,266
267,,,10000.0,1.0,267
268,,,400000.0,0.0,268
269,,,400000.0,0.0,269
270,,,95.0,0.1,270
271,,,100.0,4.0,271
272,,,50.0,0.0,272
273,,,100.0,0.0,273
274,,,200000.0,0.0,274
275,,,10.0,0.04,275
276,,,6000.0,20.0,276
277,,,17000.0,1000.0,277
279,,,1000.0,8.0,279
280,,,7.2465,0.0,280
281,,,4.1666,0.0,281
282,,,200000.0,0.0,282
283,,,100000.0,0.0,283
284,,,100000.0,0.0,284
285,,,150000.0,0.0,285
286,,,100000.0,0.0,286
287,,,300000.0,0.0,287
288,,,100000.0,0.0,288
289,,,100000.0,0.0,289
290,,,120.0,0.0,290
291,,,50000.0,0.0,291
292,,,1500000000.0,0.0,292
293,,,300000.0,0.0,293
294,,,300000.0,0.0,294
295,,,1300000.0,0.0,295
296,,,1.0,0.0,296
297,,,1.0,0.0,297
298,,,1.0,0.0,298
299,,,1.0,0.0,299
300,,,1.0,0.0,300
301,,,1.0,0.0,301
302,,,1.0,0.0,302
303,,,1.0,0.0,303
304,,,1.0,0.0,304
305,,,1.0,0.0,305
306,,,1.0,0.0,306
307,,,1.0,0.0,307
308,,,1.0,0.0,308
309,,,1.0,0.0,309
310,,,1.0,0.0,310
311,,,1.0,0.0,311
312,,,1.0,0.0,312
313,,,1.0,0.0,313
314,,,1.0,0.0,314
315,,,1.0,0.0,315
316,,,1.0,0.0,316
317,,,1.0,0.0,317
318,,,1.0,0.0,318
319,,,1.0,0.0,319
320,,,1.0,0.0,320
321,,,1.0,0.0,321
322,,,72900.0,0.0,322
323,,,109.37,0.72913,323
324,,,656.216,5.83303,324
326,,,5000000.0,0.0,326
327,,,5.0,0.0,327
328,,,500.0,0.0,328
329,,,0.043416,0.0,329
330,,,90.0,0.0,330
335,,,150000.0,0.0,335
336,,,6.6666,0.0,336
337,,,14.0,0.0,337
338,,,110.0,100.0,338
339,,,1000000000.0,0.0,339
341,,,5000.0,0.0,341
342,,,11.429,0.02857,342
343,,,1400.0,16.0,343
344,,,200.0,0.0,344
345,,,1.42858,0.0,345
346,,,500000.0,0.0,346
347,,,100000.0,0.0,347
348,,,250000.0,0.0,348
349,,,100000.0,0.0,349
350,,,100000.0,0.0,350
351,,,0.55556,0.0,351
352,,,60000.0,1000.0,352
353,,,0.47619,0.0,353
354,,,375.0,0.0,354
355,,,60.0,8.0,355
356,,,0.7,0.1,356
357,,,20.0,1.0,357
358,,,100000.0,0.0,358
359,,,0.7,0.0,359
360,,,150000.0,0.0,360
362,,,24.4896,0.0,362
365,,,7.6923,0.0,365
368,,,0.409104,0.0,368
372,,,559.44,0.34965,372
373,,,0.178573,7.1429e-05,373
375,,,3000.0,0.0,375
376,,,8400.0,1.0,376
377,,,100.0,1.0,377
379,,,242.424,0.0,379
380,,,300.0,0.0,380
381,,,6.0,0.0,381
382,,,17.7516,0.029586,382
383,,,6.5359,0.0,383
384,,,6818.2,28.409,384
386,,,1.52103,0.0,386
387,,,10.9166,0.0,387
389,,,10.0,1.0,389
390,,,3000000.0,0.0,390
391,,,20000.0,0.0,391
392,,,500000.0,0.0,392
394,,,0.15,0.0,394
396,,,900.0,1.0,396
397,,,5000000.0,0.0,397
398,,,1500000.0,5000.0,398
399,,,2777.8,0.0,399
400,,,120.0,0.0,400
401,,,1.72415,0.0,401
402,,,1.0,0.0,402
403,,,100000.0,0.0,403
404,,,1.0,0.0,404
405,,,1000.0,0.0,405
406,,,1.0,0.0,406
407,,,1.0,0.0,407
409,,,10000000000.0,0.0,409
410,,,1.0,0.0,410
411,,,1.0,0.0,411
412,,,1.0,0.0,412
413,,,1.0,0.0,413
414,,,1.0,0.0,414
415,,,1.0,0.0,415
416,,,1.0,0.0,416
417,,,1.0,0.0,417
418,,,1.0,0.0,418
422,,,500000.0,0.0,422
423,,,1.0,0.0,423
427,,,400000.0,0.0,427
428,,,1000000.0,0.0,428
432,,,100000.0,0.0,432
434,,,1.0,0.0,434
435,,,1.0,0.0,435
436,,,1.0,0.0,436
437,,,1.0,0.0,437
440,,,300000.0,0.0,440
442,,,1.0,0.0,442
445,,,500000.0,0.0,445
448,,,1.0,0.0,448
449,,,100.0,0.0,449
450,,,200000.0,0.0,450
451,,,100000.0,0.0,451
453,,,1.0,0.0,453
455,,,300000.0,0.0,455
457,,,200000.0,0.0,457
458,,,300000.0,0.0,458
459,,,100000.0,0.0,459
460,,,200000.0,0.0,460
463,,,50000.0,0.0,463
465,,,952.38,0.0,465
468,,,1000.0,0.0,468
469,,,3500000.0,0.0,469
470,,,64816.5,0.0,470
471,,,41379.0,0.0,471
472,,,200.0,3.0,472
473,,,1500.0,0.0,473
474,,,1000000.0,0.0,474
475,,,34000000.0,8000000.0,475
476,,,44186.4,0.0,476
477,,,12.0,0.12,477
478,,,1.9048,0.02381,478
479,,,1000000.0,0.0,479
480,,,1000000.0,0.0,480
481,,,0.1,0.0,481
482,,,31.9489,0.0159744,482
483,,,54546.0,0.0,483
484,,,28.0,0.0,484
485,,,20000.0,0.0,485
487,,,250.0,5.0,487
488,,,30000.0,1000.0,488
491,,,2659.6,2.6596,491
492,,,5473680.0,0.0,492
493,,,55.4325,0.0,493
494,,,1.1765,0.0,494
496,,,30.0,0.0,496
497,,,40.0,1.0,497
498,,,0.125523,0.0,498
499,,,9022.56,0.0,499
502,,,3000.0,0.0,502
503,,,90.0,0.0,503
504,,,2500.0,0.0,504
505,,,3000.0,100.0,505
506,,,1.0,0.0,506
507,,,100000.0,0.0,507
508,,,100.0,0.0,508
509,,,10000.0,0.0,509
511,,,100.0,0.5,511
513,,,500.0,9.0,513
515,,,150.0,3.0,515
521,,,15000000.0,0.0,521
522,,,350000.0,0.0,522
523,,,10000000.0,0.0,523
524,,,1087000.0,0.0,524
525,,,1.0,0.0,525
528,,,100.0,0.0,528
530,,,1.0,0.0,530
531,,,1.0,0.0,531
532,,,5000.0,0.0,532
533,,,100000.0,0.0,533
534,,,1.0,0.0,534
535,,,1.0,0.0,535
539,,,1.0,0.0,539
540,,,1.0,0.0,540
541,,,1.0,0.0,541
542,,,1.0,0.0,542
543,,,1.0,0.0,543
544,,,1.0,0.0,544
545,,,2500000.0,0.0,545
546,,,200.0,0.0,546
547,,,1.0,0.0,547
548,,,1.0,0.0,548
549,,,1.0,0.0,549
550,,,1.0,0.0,550
551,,,1.0,0.0,551
552,,,50.0,0.0,552
554,,,0.0,0.0,554
555,,,100.0,0.0,555
556,,,100.0,0.0,556
557,,,10.0,0.0,557
558,,,20.0,0.0,558
559,,,100.0,0.0,559
560,,,300.0,0.0,560
561,,,100.0,0.0,561
562,,,10.0,0.0,562
563,,,10.0,0.0,563
564,,,10.0,0.0,564
565,,,10.0,0.0,565
567,,,4444.4,4.4444,567
568,,,666.67,2.2222,568
569,,,50000500.0,0.0,569
570,,,700000.0,0.0,570
571,,,200000.0,0.0,571
572,,,100000.0,0.0,572
573,,,100000.0,0.0,573
574,,,400000.0,0.0,574
575,,,1000000.0,0.0,575
576,,,100000.0,0.0,576
577,,,200000.0,0.0,577
578,,,200000.0,0.0,578
579,,,200000.0,0.0,579
580,,,500000.0,0.0,580
581,,,300000.0,0.0,581
582,,,300000.0,0.0,582
583,,,100000.0,0.0,583
584,,,300000.0,0.0,584
585,,,1500000.0,0.0,585
586,,,10000.0,0.0,586
587,,,1200000.0,0.0,587
588,,,100000.0,0.0,588
589,,,200000.0,0.0,589
590,,,300000.0,0.0,590
591,,,500000.0,0.0,591
592,,,6000000.0,0.0,592
593,,,50000.0,0.0,593
594,,,150000.0,0.0,594
595,,,1300000.0,0.0,595
596,,,200000.0,0.0,596
597,,,500000.0,0.0,597
598,,,100000.0,0.0,598
599,,,500000.0,0.0,599
600,,,500000.0,0.0,600
601,,,6800000.0,7000.0,601
602,,,600000.0,1000.0,602
603,,,800000.0,1000.0,603
604,,,400000.0,100.0,604
605,,,1200000.0,100.0,605
606,,,19000000.0,20000.0,606
607,,,1400000.0,1000.0,607
608,,,500000.0,0.0,608
609,,,1500000.0,1000.0,609
610,,,2400000.0,1000.0,610
611,,,1300000.0,1000.0,611
612,,,1000000.0,0.0,612
613,,,400000.0,0.0,613
614,,,8500000.0,0.0,614
615,,,8400000.0,1000.0,615
616,,,3900000.0,100.0,616
617,,,2500000.0,0.0,617
618,,,8700000.0,0.0,618
619,,,800000.0,0.0,619
620,,,23000000.0,0.0,620
621,,,31000000.0,1000.0,621
622,,,3000000.0,0.0,622
623,,,29000000.0,0.0,623
624,,,5000000.0,100.0,624
625,,,500000.0,0.0,625
626,,,10000000.0,0.0,626
627,,,400000.0,0.0,627
628,,,300000.0,0.0,628
629,,,600000.0,0.0,629
630,,,8000000.0,100.0,630
631,,,3000000.0,100.0,631
632,,,0.0,0.0,632
633,,,300.0,0.0,633
634,,,300.0,0.0,634
635,,,200.0,0.0,635
636,,,300.0,0.0,636
638,,,15000000.0,100000.0,638
639,,,222220.0,0.0,639
640,,,33333.0,0.0,640
641,,,20000.0,0.0,641
642,,,500.0,0.0,642
643,,,1.0,0.0,643
644,,,100.0,5.0,644
645,,,500.0,0.0,645
646,,,150000.0,0.0,646
647,,,10000.0,0.0,647
651,,,300000000.0,0.0,651
652,,,71.856,0.0,652
653,,,1600000.0,0.0,653
655,,,100000.0,100.0,655
656,,,7462.7,0.0,656
660,,,1000.0,0.0,660
661,,,3000.0,0.0,661
662,,,3000.0,0.0,662
663,,,0.02,0.0,663
664,,,0.02,0.0,664
665,,,0.15,0.0,665
666,,,1600.0,1.0,666
667,,,2000.0,2.0,667
668,,,30000.0,100.0,668
669,,,40000.0,100.0,669
671,,,0.21406,0.0,671
672,,,7000.0,100.0,672
673,,,500000.0,10000.0,673
674,,,100.0,2.0,674
676,,,19.084,0.0019084,676
683,,,100000.0,0.0,683
684,,,50000.0,0.0,684
686,,,0.2,0.0,686
687,,,300000.0,0.0,687
688,,,100000.0,0.0,688
689,,,1000000.0,0.0,689
690,,,68493.0,0.0,690
691,,,1.0,0.0,691
693,,,1.0,0.0,693
694,,,1.0,0.0,694
695,,,1.0,0.0,695
696,,,1.0,0.0,696
697,,,1.0,0.0,697
698,,,1.0,0.0,698
703,,,100000.0,1000.0,703
704,,,100000.0,1000.0,704
705,,,100000.0,0.0,705
706,,,100000.0,0.0,706
707,,,50.0,1.0,707
709,,,200000.0,1000.0,709
711,,,300.0,0.0,711
712,,,100.0,0.0,712
713,,,7407.4,0.0,713
714,,,0.05,0.0,714
715,,,0.03,0.0,715
716,,,0.005,0.0,716
717,,,0.004,0.0,717
718,,,3e-06,0.0,718
719,,,0.05,0.0,719
720,,,0.003,0.0,720
721,,,0.2,0.0,721
722,,,5e-05,1e-07,722
723,,,0.005,0.0,723
724,,,0.001,0.0,724
725,,,0.02,0.0,725
726,,,5e-05,0.0,726
727,,,5e-05,0.0,727
728,,,8e-06,0.0,728
729,,,8e-06,0.0,729
730,,,1e-05,0.0,730
731,,,0.005,0.0,731
732,,,35813.0,17.907,732
733,,,0.07,0.0001,733
734,,,0.05,0.0,734
735,,,253.81,0.0,735
736,,,0.0008,0.0,736
737,,,0.0008,0.0,737
740,,,0.008,1e-06,740
741,,,0.01,0.0,741
744,,,44.643,0.0,744
745,,,0.0002,0.0,745
746,,,0.1,0.0,746
747,,,300.0,0.0,747
748,,,5.0,0.0006,748
749,,,0.3,0.0,749
750,,,1200000.0,0.0,750
751,,,1000.0,1.0,751
752,,,1000.0,0.0,752
753,,,3.5,0.003,753
754,,,1.0,0.0,754
755,,,3393.6,0.0,755
756,,,5090.4,0.0,756
757,,,169.49,0.50847,757
758,,,0.0002,1e-07,758
759,,,0.01,0.0,759
760,,,0.05,0.0001,760
761,,,0.1,0.0,761
762,,,5e-05,0.0,762
763,,,5e-05,0.0,763
764,,,5e-05,0.0,764
765,,,0.4,0.0002,765
766,,,0.1,0.0,766
767,,,0.006,1e-06,767
772,,,300.0,1.0,772
773,,,0.01,0.0001,773
774,,,0.02,0.0,774
775,,,6250.0,156.25,775
776,,,314740.0,786.85,776
778,,,0.005,0.0,778
779,,,8e-05,1e-06,779
780,,,521.15,0.0,780
781,,,0.01,0.0,781
782,,,13347.0,0.0,782
784,,,11490000.0,0.0,784
785,,,2.5,0.0006,785
786,,,0.5,0.0,786
788,,,851.9,0.0,788
789,,,1694.9,0.0,789
790,,,0.0002,0.0,790
791,,,0.01,0.0,791
792,,,0.002,0.0,792
793,,,0.002,0.0,793
794,,,3e-06,0.0,794
795,,,3e-06,0.0,795
796,,,0.0005,0.0,796
797,,,0.16,0.0,797
798,,,248.76,0.0,798
800,,,0.003,0.0,800
801,,,0.15,0.0,801
803,,,144.93,0.0,803
804,,,0.004,0.0,804
805,,,0.01,0.0,805
809,,,0.002,3e-06,809
810,,,0.02,0.0,810
811,,,0.004,0.0,811
812,,,0.1,0.0,812
813,,,0.0002,0.0,813
814,,,0.3,0.0,814
815,,,1225.5,0.0,815
816,,,24.51,0.4902,816
817,,,0.003,1e-05,817
818,,,0.003,1e-05,818
819,,,0.3,0.003,819
820,,,0.1,0.0,820
821,,,0.0008,1e-06,821
822,,,0.01,0.0,822
823,,,1529500.0,152.95,823
824,,,152950.0,1529.5,824
825,,,76923.0,1538.5,825
826,,,0.3,0.0006,826
827,,,0.1,0.0,827
828,,,0.001,0.0,828
829,,,0.001,0.0,829
830,,,120120000.0,6006000.0,830
831,,,500000000.0,0.0,831
832,,,50000.0,0.0,832
833,,,100.0,10.0,833
834,,,100.0,0.0,834
835,,,90.0,0.0,835
836,,,500.0,50.0,836
837,,,200000.0,0.0,837
839,,,0.1,0.0,839
840,,,97473.0,974.73,840
841,,,71.7013,0.358506,841
842,,,105.264,0.0,842
843,,,1.0,0.0,843
845,,,30.0,10.0,845
846,,,500.0,50.0,846
847,,,150.0,0.0,847
848,,,150.0,0.0,848
849,,,200.0,1.0,849
850,,,60.0,0.5,850
851,,,40.0,1.0,851
852,,,20.0,1.0,852
853,,,20.0,0.4,853
854,,,70.0,1.0,854
856,,,500000.0,0.0,856
857,,,6000.0,0.0,857
858,,,100000.0,1000.0,858
859,,,500000.0,0.0,859
860,,,300000.0,1000.0,860
861,,,30000.0,10.0,861
862,,,200000.0,1000.0,862
863,,,5000.0,0.0,863
864,,,400000.0,1000.0,864
865,,,200000.0,0.0,865
866,,,200000.0,0.0,866
867,,,100000.0,0.0,867
870,,,6000.0,0.0,870
871,,,1.5,0.0,871
872,,,5000.0,0.0,872
873,,,0.04,0.0,873
874,,,14.33,0.0,874
875,,,5000.0,0.0,875
876,,,5000.0,0.0,876
877,,,200000.0,1000.0,877
878,,,5000.0,0.0,878
879,,,2.442,0.0,879
880,,,2000.0,10.0,880
881,,,3000.0,10.0,881
882,,,300000.0,0.0,882
884,,,845.0,0.0,884
886,,,23.085,0.0,886
887,,,100.0,0.0,887
888,,,500.0,10.0,888
889,,,19.3785,0.0,889
890,,,0.5,0.0,890
891,,,430120.0,10753.0,891
892,,,860240.0,10753.0,892
893,,,0.5,0.0,893
894,,,12.92,0.0,894
895,,,0.2,0.0,895
896,,,1853.1,0.0,896
897,,,10.0,0.0,897
898,,,1500.0,0.0,898
899,,,400.0,1.0,899
900,,,30000.0,10.0,900
901,,,1000000.0,0.0,901
903,,,2463.87,0.0,903
904,,,1000000.0,0.0,904
905,,,60.0,0.0,905
906,,,100.0,0.0,906
907,,,5000.0,0.0,907
908,,,10.443,0.0,908
909,,,3000.0,0.0,909
910,,,728.19,0.0,910
911,,,0.2,0.0,911
912,,,2.16,0.0,912
913,,,2219.2,0.0,913
914,,,20.0,1.0,914
915,,,100.0,0.0,915
916,,,500000.0,1000.0,916
917,,,9.203,0.0,917
918,,,100.0,0.0,918
919,,,110998.0,0.0,919
920,,,75.241,0.0,920
922,,,10000000.0,0.0,922
923,,,71.369,0.071369,923
924,,,254.7,0.0,924
925,,,10000000.0,1000000.0,925
926,,,10.0,0.1,926
927,,,44201000.0,44201.0,927
928,,,5000.0,0.0,928
929,,,1000000.0,0.0,929
930,,,100.0,0.0,930
931,,,20.0,0.0,931
932,,,5.0,0.0,932
933,,,15000.0,0.0,933
934,,,3.1143,0.0,934
939,,,10.0,0.01,939
940,,,3000000.0,0.0,940
941,,,5000.0,0.0,941
942,,,5.84,0.0,942
943,,,20000.0,10.0,943
945,,,90.0,0.1,945
946,,,100000.0,0.0,946
947,,,7.7,0.0,947
948,,,100.0,0.2,948
949,,,5.1305,0.0,949
950,,,600.0,7.0,950
951,,,600.0,0.0,951
952,,,57.37,1.4342,952
953,,,125733.0,2514.66,953
954,,,1376.7,1.3767,954
955,,,3.0,0.0,955
956,,,7000.0,0.0,956
957,,,100000.0,0.0,957
958,,,50000.0,1000.0,958
961,,,300000.0,0.0,961
962,,,100.0,0.0,962
964,,,90.0,0.0,964
965,,,5.0,0.0,965
966,,,5.0,0.0,966
967,,,1500000000.0,0.0,967
968,,,20000.0,0.0,968
969,,,316.78,0.0,969
970,,,300.0,1.0,970
971,,,805.2,0.0,971
972,,,201.75,0.0,972
973,,,8.05,0.0,973
974,,,5000.0,100.0,974
975,,,1000.0,0.0,975
977,,,10.0,0.0,977
978,,,89535.0,358.14,978
979,,,33.96,0.0,979
980,,,10000.0,100.0,980
981,,,1.6723,0.0,981
982,,,180.0,0.0,982
983,,,4000.0,0.0,983
984,,,1000.0,9.0,984
985,,,60000.0,1000.0,985
986,,,39.816,0.0,986
987,,,3.5996,0.0,987
988,,,100.0,0.0,988
989,,,100000.0,0.0,989
990,,,200000.0,0.0,990
991,,,0.03,0.0,991
992,,,50.0,0.0,992
993,,,4.5995,0.0,993
995,,,500000.0,0.0,995
996,,,500000.0,0.0,996
997,,,3000.0,0.0,997
998,,,120.0,0.0,998
999,,,1000.0,0.0,999
1000,,,15.6585,0.0,1000
1001,,,300.0,10.0,1001
1002,,,50.0,0.0,1002
1003,,,10000.0,100.0,1003
1004,,,16000.0,100.0,1004
1005,,,90.0,0.08,1005
1007,,,3.5,0.01,1007
1009,,,5000000.0,0.0,1009
1010,,,5000.0,0.0,1010
1011,,,430.54,1.0764,1011
1012,,,3000.0,0.0,1012
1013,,,10.0,0.0,1013
1014,,,150000.0,0.0,1014
1016,,,1.38,0.0,1016
1017,,,0.06,0.0,1017
